id,name,aliases,category,serving_g,kcal_per_100g,kcal_per_serving,source,source_url,confidence,locale
vn-dish-194,Sữa chua có đường,sua chua co duong,Tráng miệng & chè,100,100.0,100,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-195,Sữa chua nếp cẩm,sua chua nep cam,Tráng miệng & chè,180,133.33,240,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-196,Flan caramel,flan,Tráng miệng & chè,100,150.0,150,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-197,Rau câu,rau cau,Tráng miệng & chè,150,66.67,100,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-198,Kem vani 2 viên,kem vani;kem vani 2 vien,Tráng miệng & chè,120,208.33,250,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-199,Kem dừa,kem dua,Tráng miệng & chè,120,216.67,260,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-200,Kem bơ,kem bo,Tráng miệng & chè,250,160.0,400,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-201,Chuối 1 quả vừa,chuoi;chuoi 1 qua vua,Trái cây,120,91.67,110,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-202,Táo 1 quả vừa,tao;tao 1 qua vua,Trái cây,180,50.0,90,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-203,Cam 1 quả vừa,cam;cam 1 qua vua,Trái cây,180,44.44,80,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-204,Quýt 2 quả,quyt;quyt 2 qua,Trái cây,160,50.0,80,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-205,Xoài chín 1 quả nhỏ,xoai chin;xoai chin 1 qua nho,Trái cây,200,60.0,120,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-206,Ổi 1 quả,oi;oi 1 qua,Trái cây,200,70.0,140,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-207,Dưa hấu 300g,dua hau;dua hau 300g,Trái cây,300,30.0,90,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-208,Thanh long 1 quả,thanh long;thanh long 1 qua,Trái cây,250,48.0,120,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-209,Dâu tây 200g,dau tay;dau tay 200g,Trái cây,200,30.0,60,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-210,Nho 200g,nho,Trái cây,200,70.0,140,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-211,Lê 1 quả,le;le 1 qua,Trái cây,180,55.56,100,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-212,Bưởi 300g,buoi;buoi 300g,Trái cây,300,43.33,130,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-213,Mãng cầu 200g,mang cau;mang cau 200g,Trái cây,200,65.0,130,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-214,Sầu riêng 100g cơm,sau rieng;sau rieng 100g com,Trái cây,100,150.0,150,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-215,Mít 200g,mit;mit 200g,Trái cây,200,95.0,190,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-216,Chôm chôm 200g,chom chom;chom chom 200g,Trái cây,200,75.0,150,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-217,Dừa tươi cơm 100g,dua tuoi com;dua tuoi com 100g,Trái cây,100,350.0,350,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-218,Cà phê đen không đường,ca phe den;ca phe den khong duong,Đồ uống,250,0.0,0,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-219,Cà phê sữa đá,ca phe sua da,Đồ uống,300,90.0,270,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-220,Bạc xỉu,bac xiu,Đồ uống,300,110.0,330,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-221,Cà phê muối,ca phe muoi,Đồ uống,300,106.67,320,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-222,Trà đào cam sả,tra dao cam sa,Đồ uống,500,44.0,220,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-223,Trà tắc,tra tac,Đồ uống,500,56.0,280,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-224,Trà chanh,tra chanh,Đồ uống,500,50.0,250,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-225,Trà sữa trân châu,tra sua tran chau,Đồ uống,500,110.0,550,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-226,Trà sữa ít đường,tra sua it duong,Đồ uống,500,80.0,400,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-227,Matcha latte,,Đồ uống,400,70.0,280,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-228,Matcha đá xay,matcha da xay,Đồ uống,450,104.44,470,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-229,Chocolate đá,chocolate da,Đồ uống,400,85.0,340,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-230,Nước cam,nuoc cam,Đồ uống,300,46.67,140,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-231,Nước ép dưa hấu,nuoc ep dua hau,Đồ uống,300,30.0,90,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-232,Nước ép ổi,nuoc ep oi,Đồ uống,300,46.67,140,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-233,Nước ép cà rốt,nuoc ep ca rot,Đồ uống,300,40.0,120,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-234,Sinh tố bơ,sinh to bo,Đồ uống,400,105.0,420,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-235,Sinh tố xoài,sinh to xoai,Đồ uống,400,90.0,360,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-236,Sinh tố dâu,sinh to dau,Đồ uống,400,80.0,320,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-237,Sinh tố chuối,sinh to chuoi,Đồ uống,400,95.0,380,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-238,Nước mía,nuoc mia,Đồ uống,400,75.0,300,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-239,Nước dừa tươi,nuoc dua;nuoc dua tuoi,Đồ uống,400,20.0,80,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-240,Nước ngọt có gas lon 330ml,nuoc ngot 330ml;nuoc ngot co gas lon 330ml,Đồ uống,330,42.42,140,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-241,Nước tăng lực lon 250ml,nuoc tang luc 250ml;nuoc tang luc lon 250ml,Đồ uống,250,44.0,110,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-242,Bánh bông lan,banh bong lan,Bánh ngọt & ăn nhẹ,100,300.0,300,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-243,Bánh bông lan trứng muối,banh bong lan trung muoi,Bánh ngọt & ăn nhẹ,120,333.33,400,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-244,Bánh su kem 2 cái,banh su kem;banh su kem 2 cai,Bánh ngọt & ăn nhẹ,100,280.0,280,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-245,Croissant bơ,croissant;croissant bo,Bánh ngọt & ăn nhẹ,80,400.0,320,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-246,Donut phủ đường,donut;donut phu duong,Bánh ngọt & ăn nhẹ,70,400.0,280,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-247,Bánh tiramisu,tiramisu;banh tiramisu,Bánh ngọt & ăn nhẹ,120,300.0,360,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-248,Cheesecake 1 lát,cheesecake;cheesecake 1 lat,Bánh ngọt & ăn nhẹ,120,333.33,400,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-249,Brownie 1 miếng,brownie;brownie 1 mieng,Bánh ngọt & ăn nhẹ,80,412.5,330,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-250,Mochi 2 viên,mochi;mochi 2 vien,Bánh ngọt & ăn nhẹ,80,250.0,200,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-251,Bánh trung thu thập cẩm 1/4 cái,banh trung thu;banh trung thu thap cam 1 4 cai,Bánh ngọt & ăn nhẹ,100,420.0,420,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-252,Bắp rang bơ 1 phần,bap rang bo;bap rang bo 1 phan,Bánh ngọt & ăn nhẹ,100,430.0,430,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-253,Hạt điều rang 30g,hat dieu;hat dieu rang 30g,Bánh ngọt & ăn nhẹ,30,566.67,170,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-254,Đậu phộng rang 30g,dau phong;dau phong rang 30g,Bánh ngọt & ăn nhẹ,30,566.67,170,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-255,Hạt dẻ cười 30g,hat de cuoi;hat de cuoi 30g,Bánh ngọt & ăn nhẹ,30,566.67,170,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-256,Granola 50g,granola,Bánh ngọt & ăn nhẹ,50,440.0,220,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-257,Yến mạch cán 50g khô,yen mach;yen mach can 50g kho,Bánh ngọt & ăn nhẹ,50,380.0,190,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-258,Hamburger bò,hamburger bo,Thức ăn nhanh,220,250.0,550,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-259,Cheeseburger,,Thức ăn nhanh,230,269.57,620,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-260,Burger gà,burger ga,Thức ăn nhanh,220,245.45,540,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-261,Hot dog,,Thức ăn nhanh,180,277.78,500,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-262,Pizza hải sản 2 miếng,pizza hai san 2 mieng,Thức ăn nhanh,220,259.09,570,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-263,Pizza pepperoni 2 miếng,pizza pepperoni 2 mieng,Thức ăn nhanh,220,272.73,600,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-264,Pizza phô mai 2 miếng,pizza pho mai 2 mieng,Thức ăn nhanh,220,263.64,580,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-265,Mì Ý sốt bò bằm,mi y bo bam;mi y sot bo bam,Thức ăn nhanh,400,170.0,680,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-266,Mì Ý carbonara,mi y carbonara,Thức ăn nhanh,400,200.0,800,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-267,Mì Ý sốt cà chua,mi y sot ca;mi y sot ca chua,Thức ăn nhanh,400,145.0,580,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-268,Gà viên/nuggets 6 miếng,nuggets 6;ga vien nuggets 6 mieng,Thức ăn nhanh,120,291.67,350,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-269,Khoai tây nghiền,khoai tay nghien,Thức ăn nhanh,200,110.0,220,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-270,Nui xào bò,nui xao bo,Món xào,450,164.44,740,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-271,Nui xào trứng,nui xao trung,Món xào,400,155.0,620,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-272,Nui nấu thịt,nui nau thit,Món xào,450,120.0,540,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-273,Miến gà,mien ga,Món nước,500,82.0,410,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-274,Miến măng gà,mien mang ga,Món nước,500,90.0,450,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-275,Miến lươn,mien luon,Món nước,450,135.56,610,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-276,Bún thịt xào sả,bun thit xao sa,Món bún,450,160.0,720,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-277,Bún nem chả,bun nem cha,Món bún,500,164.0,820,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-278,Bún tôm,bun tom,Món bún,500,80.0,400,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-279,Bún măng vịt,bun mang vit,Món bún,550,105.45,580,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-280,Bún ngan,bun ngan,Món bún,550,105.45,580,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-281,Bún hải sản,bun hai san,Món bún,550,94.55,520,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-282,Cơm chiên kim chi,com chien kim chi,Cơm,400,190.0,760,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-283,Cơm chiên kim chi bò,com chien kim chi bo,Cơm,450,204.44,920,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-284,Cơm chiên cá mặn trứng,com chien ca man trung,Cơm,450,204.44,920,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-285,Cơm cá viên sốt cà,com ca vien sot ca,Cơm,450,168.89,760,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-286,Cơm gà sốt teriyaki,com ga teriyaki;com ga sot teriyaki,Cơm,450,184.44,830,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-287,Cơm bò sốt tiêu đen,com bo tieu den;com bo sot tieu den,Cơm,450,191.11,860,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-288,Cơm sườn bì,com suon bi,Cơm,450,208.89,940,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-289,Cơm thịt kho tàu,com thit kho tau,Cơm,450,175.56,790,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-290,Bánh mì thịt nướng đặc biệt,banh mi thit nuong dac biet,Bánh mì,220,250.0,550,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-291,Bánh mì chảo,banh mi chao,Bánh mì,350,220.0,770,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-292,Bánh mì sốt vang,banh mi sot vang,Bánh mì,350,188.57,660,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-293,Bánh cuốn chả,banh cuon cha,Bánh,350,125.71,440,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-294,Bánh hỏi lòng heo,banh hoi long heo,Bánh,450,175.56,790,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-295,Bánh ít lá gai,banh it la gai,Bánh,100,210.0,210,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-296,Bánh chuối chiên,banh chuoi chien,Đồ ăn vặt,120,258.33,310,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-297,Bắp nướng mỡ hành,bap nuong mo hanh,Đồ ăn vặt,180,150.0,270,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-298,Khoai lang nướng,khoai lang nuong,Đồ ăn vặt,200,95.0,190,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-299,Trứng nướng,trung nuong,Đồ ăn vặt,120,183.33,220,IVS Vietnam calorie dataset,,estimated,vi-VN
vn-dish-300,Cá nướng muối ớt,ca nuong muoi ot,Hải sản,300,170.0,510,IVS Vietnam calorie dataset,,estimated,vi-VN
